step,episode_discounted_reward,episode_reward,episode_time,init_q,running_discounted_reward,running_reward,running_time
16900,367.0770263671875,401.2295837402344,109.0,1050.25244140625,9.306530952453613,3.995908737182617,261.2585144042969
17000,-115.6114273071289,-209.02394104003906,420.0,1050.25244140625,3.0606329441070557,-6.655084133148193,269.1955871582031
17100,168.07386779785156,207.49200439453125,211.0,1050.25244140625,11.311294555664062,4.052270889282227,266.2857971191406
17200,256.6199645996094,307.33038330078125,155.0,1060.1976318359375,26.66489028930664,19.81879234313965,247.4362335205078
17300,-142.31210327148438,-110.03500366210938,388.0,1060.1976318359375,18.216039657592773,13.326101303100586,254.46441650390625
17400,-148.02032470703125,-140.09072875976562,407.0,1060.44775390625,9.90422248840332,5.6552605628967285,262.0911865234375
17500,-87.58728790283203,-80.65171813964844,146.0,1060.44775390625,3.072047710418701,-0.07340972870588303,260.8423156738281
17600,-146.2950897216797,-229.02980041503906,440.0,1060.44775390625,-4.3963093757629395,-11.52122974395752,269.8002014160156
17700,-292.4163818359375,-267.8921813964844,479.0,1060.44775390625,-18.797313690185547,-24.33977699279785,280.26019287109375
17800,99.11348724365234,117.6686019897461,268.0,1061.2698974609375,-3.775423288345337,-6.460821628570557,276.9748229980469
17900,57.25557327270508,62.11282730102539,67.0,1061.7105712890625,1.1066136360168457,0.34184888005256653,258.95440673828125
18000,-53.41044998168945,-50.3961296081543,316.0,1061.7105712890625,7.070410251617432,8.787190437316895,259.8613586425781
18100,59.52122116088867,64.16471099853516,77.0,1061.7869873046875,8.218043327331543,9.331398963928223,256.04486083984375
18200,29.62161636352539,39.22653579711914,90.0,1062.674072265625,27.752269744873047,33.76061248779297,241.6085968017578
18300,-163.85226440429688,-227.01800537109375,438.0,1062.674072265625,18.17204475402832,20.7216796875,251.42816162109375
18400,225.44830322265625,231.40525817871094,195.0,1062.83154296875,27.38863754272461,30.37530517578125,241.17642211914062
18500,-204.01939392089844,-258.8582763671875,470.0,1062.83154296875,15.818235397338867,15.91362476348877,252.6175994873047
18600,-139.4470977783203,-162.50599670410156,204.0,1062.83154296875,4.215952396392822,-0.5941703915596008,250.26963806152344
18700,172.85629272460938,198.49496459960938,215.0,1062.83154296875,12.647969245910645,9.360286712646484,248.5061492919922
18800,219.13674926757812,240.37428283691406,181.0,1063.0556640625,10.269722938537598,4.997203826904297,258.8343200683594
18900,-43.74628448486328,-26.22353172302246,340.0,1063.0556640625,7.568922519683838,3.4361672401428223,262.892578125
19000,146.01368713378906,210.51889038085938,208.0,1063.0556640625,14.49116039276123,13.790303230285645,260.14794921875
19100,56.5931282043457,63.62071228027344,270.0,1063.1446533203125,10.31126594543457,7.453798294067383,267.8060302734375
19200,-67.1263427734375,-99.05085754394531,394.0,1063.19482421875,6.439385414123535,2.128565549850464,274.11572265625
19300,131.19338989257812,145.51104736328125,237.0,1063.347900390625,22.32123374938965,19.666112899780273,268.074462890625
19400,79.76849365234375,89.18061828613281,68.0,1063.448486328125,15.424684524536133,10.146353721618652,267.8046875
19500,9.688582420349121,20.186664581298828,93.0,1063.448486328125,20.733112335205078,17.081838607788086,258.12371826171875
19600,212.61354064941406,237.36032104492188,180.0,1063.7574462890625,21.694921493530273,14.042062759399414,265.2316589355469
19700,61.951080322265625,117.63471984863281,269.0,1063.7574462890625,23.70772933959961,19.221694946289062,265.4200744628906
19800,48.33838653564453,57.20752716064453,80.0,1063.97216796875,26.361282348632812,21.55703353881836,242.55264282226562
19900,-9.067421913146973,-2.681608200073242,124.0,1064.002685546875,18.4506778717041,11.054719924926758,244.67376708984375
20000,357.420166015625,388.2505187988281,114.0,1065.163330078125,50.523231506347656,48.65291213989258,217.69906616210938
20100,-539.3258056640625,-677.8612670898438,484.0,1065.163330078125,21.03078269958496,12.327203750610352,231.0141143798828
20200,-519.0352172851562,-677.8004760742188,484.0,1065.2381591796875,-5.9725189208984375,-22.179182052612305,243.6634063720703
20300,48.71971130371094,50.17070007324219,83.0,1065.2381591796875,0.5866270065307617,-15.539434432983398,236.07373046875
20400,-16.358497619628906,-79.99514770507812,383.0,1065.2540283203125,-0.26062923669815063,-18.76222038269043,243.4200439453125
20500,108.47113037109375,113.05290985107422,36.0,1065.8067626953125,-0.11843200773000717,-20.928253173828125,241.15158081054688
20600,102.89127349853516,129.4182586669922,224.0,1065.8067626953125,15.35981273651123,-2.4180843830108643,238.86180114746094
20700,466.901123046875,481.1077880859375,57.0,1066.3448486328125,24.27851104736328,9.818614959716797,224.8462677001953
20800,-120.39190673828125,-185.8614044189453,445.0,1066.3448486328125,15.815399169921875,-0.13690821826457977,229.87625122070312
20900,180.3874053955078,193.5039520263672,212.0,1066.41357421875,24.769203186035156,11.46509838104248,222.6708221435547
21000,135.577392578125,139.0638885498047,34.0,1067.1036376953125,23.298538208007812,9.686656951904297,220.2829132080078
21100,374.64764404296875,408.24249267578125,102.0,1067.3692626953125,49.981529235839844,40.81354522705078,213.21533203125
21200,256.333984375,304.3503112792969,162.0,1067.7613525390625,51.13466262817383,43.73488998413086,214.96424865722656
21300,325.5337219238281,372.38812255859375,138.0,1067.898681640625,53.292667388916016,49.813438415527344,199.3195037841797
21400,408.2940979003906,436.1806945800781,90.0,1067.9129638671875,71.04273986816406,69.13179779052734,193.85353088378906
21500,399.1875915527344,434.2325439453125,96.0,1067.916015625,85.29425048828125,83.50924682617188,199.97067260742188
21600,-138.41720581054688,-207.04388427734375,418.0,1067.916015625,74.10868072509766,68.9815902709961,210.87213134765625
21700,-98.92251586914062,-198.02902221679688,409.0,1067.9395751953125,65.45712280273438,55.63106155395508,220.77853393554688
21800,238.3267822265625,252.49696350097656,193.0,1067.972412109375,75.05555725097656,68.97999572753906,213.92149353027344
21900,-9.789546966552734,-6.318361282348633,313.0,1067.973388671875,70.81330108642578,65.21508026123047,218.8754119873047
22000,-150.31930541992188,-237.9261474609375,449.0,1067.9766845703125,59.75667190551758,50.05801773071289,230.3816375732422
22100,687.2476196289062,832.4410400390625,187.0,1067.9766845703125,91.13121795654297,89.17716979980469,228.2125701904297
22200,170.93898010253906,169.6046905517578,241.0,1067.9786376953125,82.95963287353516,76.23945617675781,240.76434326171875
22300,280.1273498535156,316.3623046875,158.0,1067.9908447265625,87.63939666748047,84.71050262451172,240.95980834960938
22400,48.51976776123047,57.143741607666016,72.0,1067.9991455078125,81.58411407470703,80.9557876586914,235.458740234375
22500,162.93817138671875,183.41128540039062,206.0,1067.99951171875,97.53424835205078,100.01168060302734,229.08880615234375
22600,-118.61878204345703,-245.89915466308594,457.0,1067.99951171875,86.72660064697266,82.71614074707031,240.48435974121094
22700,3.1936566829681396,10.244494438171387,103.0,1067.99951171875,84.51824951171875,81.7911148071289,233.30213928222656
22800,-157.58950805664062,-218.9950714111328,430.0,1067.99951171875,72.4128646850586,66.7518081665039,243.1370391845703
22900,15.337772369384766,24.271440505981445,105.0,1068.00634765625,63.58247375488281,55.934661865234375,241.8761749267578
23000,47.72096252441406,57.193546295166016,76.0,1068.00634765625,73.43204498291016,68.21864318847656,228.36325073242188
23100,-169.9842987060547,-191.1815948486328,402.0,1068.0072021484375,61.261226654052734,55.24863052368164,237.0450897216797
23200,74.035888671875,94.55696105957031,267.0,1068.0263671875,61.899959564208984,57.214046478271484,238.54283142089844
23300,6.8841400146484375,15.280364036560059,106.0,1068.0535888671875,54.128238677978516,46.826107025146484,240.88565063476562
23400,-147.25584411621094,-259.850341796875,471.0,1068.0859375,44.05903244018555,31.49228286743164,252.39137268066406
23500,-141.63751220703125,-241.88429260253906,453.0,1068.0977783203125,34.774208068847656,17.823453903198242,262.42181396484375
23600,126.30550384521484,164.689453125,250.0,1068.1016845703125,44.87904357910156,32.464019775390625,259.3106689453125
23700,-69.79637145996094,-89.12777709960938,375.0,1068.101806640625,39.14527130126953,26.384429931640625,265.09515380859375
23800,-150.88739013671875,-114.95822143554688,402.0,1068.101806640625,29.643638610839844,19.317296981811523,271.9403991699219
23900,-175.6289825439453,-261.88323974609375,473.0,1068.101806640625,19.380008697509766,5.2572712898254395,281.9933776855469
