step,episode_discounted_reward,episode_reward,episode_time,init_q,running_discounted_reward,running_reward,running_time
66400,2.669022798538208,-54.326416015625,296.0,491.4767761230469,176.23690795898438,169.54116821289062,175.57269287109375
66500,10.490245819091797,-38.54093933105469,249.0,491.4728698730469,167.9495849609375,159.13706970214844,179.24404907226562
66600,110.8006820678711,96.4232406616211,226.0,491.4687805175781,165.09213256835938,156.00137329101562,181.58184814453125
66700,19.882884979248047,-4.533885955810547,254.0,491.4687805175781,150.80245971679688,138.9219512939453,188.21511840820312
66800,13.777749061584473,-32.42215347290039,274.0,491.4687805175781,143.95123291015625,130.35475158691406,192.50436401367188
66900,327.84521484375,349.2275695800781,121.0,491.46185302734375,153.1294403076172,141.34454345703125,189.23768615722656
67000,-30.59593963623047,-101.29856872558594,312.0,491.45745849609375,143.94317626953125,129.21238708496094,195.3758087158203
67100,248.73471069335938,256.2355651855469,142.0,491.45745849609375,149.18275451660156,135.5635528564453,192.70701599121094
67200,323.4962463378906,341.27642822265625,120.0,491.4530334472656,151.09156799316406,137.38502502441406,191.93557739257812
67300,126.6820297241211,106.26654815673828,183.0,491.444580078125,154.63706970214844,142.05174255371094,190.39935302734375
67400,-1.0604016780853271,-51.54587936401367,262.0,491.444580078125,146.85218811035156,132.3718719482422,193.97938537597656
67500,334.6074523925781,369.24951171875,113.0,491.4407958984375,156.23995971679688,144.2157440185547,189.930419921875
67600,129.24827575683594,113.41023254394531,212.0,491.4360046386719,149.9927978515625,136.79400634765625,193.12721252441406
67700,78.65608978271484,60.43808364868164,218.0,491.4345703125,146.42596435546875,132.97621154785156,194.370849609375
67800,145.38279724121094,149.0997772216797,32.0,491.4289855957031,171.08937072753906,163.17076110839844,175.0076141357422
67900,14.678154945373535,-36.606719970703125,247.0,491.42755126953125,163.26881408691406,153.181884765625,178.60723876953125
68000,126.55003356933594,105.45808410644531,221.0,491.4258117675781,167.6449432373047,158.25711059570312,178.65553283691406
68100,260.2952880859375,267.3173522949219,147.0,491.42236328125,179.73629760742188,172.40415954589844,174.4766082763672
68200,-3.4328835010528564,-57.495025634765625,268.0,491.4209899902344,170.5778350830078,160.90919494628906,179.1527862548828
68300,-38.91831588745117,-115.30934143066406,326.0,491.4195861816406,160.10302734375,147.09828186035156,186.49514770507812
68400,387.4964294433594,406.2344970703125,95.0,491.4172058105469,172.55845642089844,162.39422607421875,181.4693603515625
68500,280.1824645996094,311.2784423828125,139.0,491.41558837890625,178.48556518554688,170.887939453125,180.2736053466797
68600,146.91966247558594,151.07882690429688,30.0,491.4140625,183.99095153808594,178.73287963867188,169.51644897460938
68700,336.3231201171875,346.2175598144531,111.0,491.41259765625,201.41610717773438,198.76699829101562,163.5574188232422
68800,294.4501953125,303.2265319824219,126.0,491.4117431640625,219.026611328125,217.92474365234375,156.47557067871094
68900,64.31531524658203,37.4281120300293,225.0,491.4117431640625,207.95477294921875,205.07467651367188,162.01670837402344
69000,307.2403259277344,322.27044677734375,127.0,491.4103088378906,212.91905212402344,210.93446350097656,160.265869140625
69100,399.7724304199219,426.2234802246094,88.0,491.4092102050781,223.99476623535156,224.32916259765625,155.80145263671875
69200,95.76488494873047,80.39824676513672,218.0,491.40875244140625,217.58326721191406,217.1326141357422,158.911376953125
69300,325.3209533691406,343.2923583984375,122.0,491.40875244140625,211.29286193847656,209.82518005371094,162.81752014160156
69400,196.18492126464844,202.3623046875,175.0,491.4082946777344,218.84156799316406,218.77976989746094,160.2528076171875
69500,372.88665771484375,395.2085876464844,99.0,491.40789794921875,232.20872497558594,233.75132751464844,155.29525756835938
69600,224.88853454589844,241.3772430419922,168.0,491.4071960449219,234.55941772460938,237.48138427734375,155.06146240234375
69700,263.9039306640625,268.27545166015625,141.0,491.40692138671875,236.02664184570312,239.02108764648438,154.3583984375
69800,439.2864685058594,461.11077880859375,61.0,491.4065246582031,235.10470581054688,236.22982788085938,154.89845275878906
69900,178.7019500732422,167.49891662597656,206.0,491.40618896484375,231.22669982910156,231.66094970703125,158.69334411621094
70000,250.37120056152344,253.27442932128906,145.0,491.4059753417969,233.01976013183594,233.62477111816406,157.26324462890625
70100,333.5828857421875,359.3492431640625,135.0,491.4057312011719,226.3665313720703,228.8147735595703,146.13633728027344
70200,345.57342529296875,363.2495422363281,114.0,491.4055480957031,235.33917236328125,239.68173217773438,137.46975708007812
70300,434.5444641113281,454.15869140625,72.0,491.4053955078125,250.99429321289062,256.7008972167969,132.27395629882812
70400,352.7264709472656,380.237548828125,113.0,491.4052429199219,244.01702880859375,247.716064453125,137.9947509765625
70500,114.41219329833984,98.33734130859375,200.0,491.4052429199219,237.5367889404297,240.24713134765625,141.0950164794922
70600,282.7679748535156,301.224609375,128.0,491.4052429199219,228.57052612304688,229.15443420410156,146.46824645996094
70700,-36.230918884277344,-103.26068115234375,314.0,491.4051818847656,215.33045959472656,212.53367614746094,154.84483337402344
70800,177.40065002441406,162.3333740234375,183.0,491.4051208496094,214.33053588867188,212.48800659179688,149.32008361816406
70900,175.7344512939453,175.33743286132812,190.0,491.4049987792969,220.8805389404297,220.63743591308594,148.20388793945312
71000,319.3996276855469,337.27545166015625,124.0,491.4049377441406,237.60589599609375,240.1671142578125,142.63330078125
71100,243.5675506591797,248.27842712402344,145.0,491.40484619140625,237.25912475585938,240.53558349609375,143.86155700683594
71200,281.28009033203125,300.32635498046875,149.0,491.40478515625,247.6820068359375,252.72293090820312,141.27505493164062
71300,296.3550720214844,303.1896667480469,118.0,491.40472412109375,240.24217224121094,244.64100646972656,144.8007354736328
71400,308.42694091796875,323.21356201171875,115.0,491.4046936035156,241.86268615722656,246.6103057861328,145.07766723632812
71500,228.09628295898438,232.32432556152344,162.0,491.4046630859375,244.8386688232422,250.631103515625,145.25509643554688
71600,240.4425811767578,238.3552703857422,163.0,491.4046630859375,244.61886596679688,250.01730346679688,146.142333984375
71700,165.33883666992188,155.372314453125,190.0,491.4046630859375,228.55857849121094,230.72549438476562,154.07595825195312
71800,274.0024108886719,289.2594909667969,137.0,491.4046630859375,230.8307647705078,233.65219116210938,153.22216796875
71900,297.3521423339844,323.3612060546875,142.0,491.4046325683594,231.41773986816406,234.30624389648438,152.626220703125
72000,229.1380615234375,236.24855041503906,145.0,491.4045715332031,231.3037567138672,234.40335083007812,152.2449188232422
72100,25.048568725585938,-26.604738235473633,237.0,491.4045715332031,220.99099731445312,221.3529510498047,156.482666015625
72200,360.4647521972656,380.19866943359375,106.0,491.404541015625,217.83944702148438,216.7600860595703,158.54310607910156
72300,360.20111083984375,370.2055969238281,104.0,491.404541015625,224.95753479003906,224.43235778808594,155.81594848632812
72400,240.56411743164062,244.33029174804688,158.0,491.4045104980469,224.99000549316406,224.1580810546875,156.0799560546875
72500,335.2295227050781,356.21759033203125,113.0,491.4045104980469,230.50198364257812,230.7610626220703,153.9259490966797
72600,396.6495666503906,421.1557312011719,85.0,491.40447998046875,227.38189697265625,226.20838928222656,156.27816772460938
72700,24.874828338623047,-19.578886032104492,230.0,491.40447998046875,217.2565460205078,213.9190216064453,159.96426391601562
72800,42.85611343383789,11.269508361816406,199.0,491.40447998046875,208.53652954101562,203.78656005859375,161.91604614257812
72900,366.04168701171875,399.2554626464844,103.0,491.4044494628906,237.41102600097656,237.61268615722656,150.2112274169922
73000,139.34823608398438,123.35426330566406,187.0,491.4044494628906,232.50787353515625,231.89976501464844,152.0506591796875
73100,147.1153106689453,151.07183837890625,26.0,491.4044494628906,223.85647583007812,223.32290649414062,148.2632293701172
73200,315.9233703613281,327.1856689453125,111.0,491.4044189453125,217.26028442382812,215.3186492919922,151.94505310058594
73300,437.5713806152344,462.1816101074219,72.0,491.4044189453125,219.79881286621094,217.59088134765625,150.5629119873047
73400,429.5893859863281,451.1407470703125,71.0,491.4043884277344,233.95620727539062,234.33447265625,145.22802734375
73500,262.32269287109375,266.27642822265625,140.0,491.4043884277344,235.37454223632812,235.9315643310547,144.9666290283203
73600,150.70306396484375,130.3692626953125,188.0,491.4043884277344,220.46124267578125,217.6639404296875,152.01239013671875
73700,209.45252990722656,205.3064422607422,169.0,491.40435791015625,219.9108123779297,217.0460662841797,152.8617706298828
73800,105.32544708251953,108.13471984863281,53.0,491.40435791015625,203.25497436523438,198.13674926757812,154.14524841308594
73900,210.57070922851562,240.30242919921875,154.0,491.40435791015625,203.62075805664062,200.24502563476562,154.1379852294922
74000,92.56937408447266,73.43112182617188,221.0,491.40435791015625,186.3668212890625,179.53152465820312,165.0270233154297
74100,368.30218505859375,389.2355651855469,109.0,491.40435791015625,195.4635772705078,190.0167236328125,162.22567749023438
74200,142.97349548339844,146.09078979492188,31.0,491.4043273925781,188.4665069580078,182.73219299316406,158.635986328125
74300,29.340476989746094,-9.572820663452148,244.0,491.4043273925781,180.5102081298828,173.116943359375,162.90419006347656
74400,345.3677062988281,377.21453857421875,101.0,491.4043273925781,182.2675018310547,175.39585876464844,161.7610321044922
74500,151.50970458984375,141.38516235351562,185.0,491.4043273925781,180.7296142578125,173.69532775878906,162.9229736328125
74600,324.3909606933594,350.2565002441406,124.0,491.404296875,176.71022033691406,169.5934600830078,160.0672149658203
74700,38.00168991088867,-4.642678260803223,215.0,491.404296875,169.77479553222656,160.88165283203125,162.81385803222656
74800,125.14090728759766,130.07286071777344,35.0,491.404296875,187.44874572753906,181.99176025390625,150.27964782714844
74900,6.740263938903809,-40.55884552001953,251.0,491.404296875,178.413330078125,170.86422729492188,155.315673828125
75000,419.2405700683594,437.18463134765625,81.0,491.404296875,212.05625915527344,208.34681701660156,145.0892791748047
75100,409.64166259765625,429.1696472167969,81.0,491.4042663574219,231.79637145996094,231.55917358398438,140.263916015625
75200,375.7347106933594,389.2155456542969,97.0,491.4042663574219,247.30101013183594,249.3518829345703,135.33319091796875
75300,154.31564331054688,148.419189453125,205.0,491.4042663574219,237.38381958007812,238.222900390625,140.74819946289062
75400,206.80213928222656,210.32437133789062,167.0,491.4042663574219,242.86570739746094,245.04660034179688,140.2677459716797
75500,229.54769897460938,246.3392791748047,155.0,491.4042663574219,242.19979858398438,245.11123657226562,141.00436401367188
75600,18.421737670898438,-29.590816497802734,240.0,491.4042663574219,231.01089477539062,231.37612915039062,145.9541473388672
75700,226.77999877929688,228.31642150878906,161.0,491.4042663574219,220.3713836669922,218.30552673339844,151.6961212158203
75800,291.1802673339844,302.2953796386719,136.0,491.4042663574219,221.4249267578125,219.94139099121094,152.68324279785156
75900,-15.405303001403809,-58.48799133300781,269.0,491.4042663574219,209.58340454101562,206.01991271972656,158.49908447265625
76000,313.12957763671875,326.2744445800781,127.0,491.4042663574219,205.3321990966797,202.70074462890625,154.6240234375
76100,112.31278228759766,86.47799682617188,223.0,491.4042663574219,200.6812286376953,196.8896026611328,158.04283142089844
76200,77.61257934570312,85.20153045654297,68.0,491.4042663574219,198.31491088867188,195.55291748046875,152.8736572265625
76300,378.10308837890625,397.23150634765625,101.0,491.4042663574219,197.13565063476562,193.85305786132812,155.51097106933594
76400,223.87661743164062,230.24049377441406,140.0,491.4042663574219,198.4727020263672,195.6724395751953,154.7354278564453
76500,153.82814025878906,150.4660186767578,199.0,491.4042663574219,186.94479370117188,182.14442443847656,161.56871032714844
76600,166.5124053955078,151.3004150390625,174.0,491.4042663574219,194.80325317382812,190.20046997070312,159.12326049804688
76700,300.6093444824219,317.30133056640625,129.0,491.4042663574219,221.4459686279297,220.3824005126953,149.99856567382812
76800,9.159449577331543,-28.574851989746094,239.0,491.4042663574219,210.83163452148438,207.93453979492188,154.44863891601562
76900,357.5955505371094,374.1747131347656,100.0,491.4042663574219,226.8568878173828,227.00888061523438,148.85365295410156
77000,19.7813663482666,-32.58777618408203,243.0,491.4042663574219,216.50311279296875,214.029052734375,153.5609588623047
77100,237.16014099121094,249.36329650878906,164.0,491.4042663574219,217.5359649658203,215.79576110839844,154.08291625976562
77200,279.1839599609375,291.1837158203125,126.0,491.4042663574219,210.33522033691406,206.67747497558594,157.9948272705078
77300,-365.2396545410156,-436.5738525390625,242.0,491.40423583984375,181.5564727783203,174.51490783691406,162.19508361816406
77400,209.28265380859375,210.28945922851562,164.0,491.40423583984375,205.5629119873047,201.3751678466797,154.21363830566406
77500,283.62591552734375,290.2704772949219,140.0,491.4042053222656,212.29164123535156,210.08982849121094,153.11280822753906
77600,362.8578186035156,389.20263671875,101.0,491.4041748046875,225.5648956298828,225.27369689941406,148.36431884765625
77700,11.826723098754883,-36.5987548828125,247.0,491.4041442871094,214.87799072265625,212.18008422851562,153.2960968017578
77800,304.65545654296875,326.2994384765625,139.0,491.404052734375,209.73361206054688,207.1092071533203,155.9872283935547
77900,2.4795706272125244,-41.533973693847656,252.0,491.4039611816406,199.37091064453125,194.6770477294922,160.78787231445312
78000,375.5422058105469,396.19561767578125,94.0,491.4037170410156,225.28811645507812,224.04232788085938,151.0176239013672
78100,443.0600280761719,459.1138000488281,63.0,491.40350341796875,223.16790771484375,220.90719604492188,153.6934051513672
78200,22.925315856933594,-21.625701904296875,232.0,491.4033203125,213.15577697753906,208.78054809570312,157.60873413085938
78300,360.3243713378906,378.17572021484375,100.0,491.4028015136719,220.2098846435547,218.0059814453125,148.01478576660156
78400,-2.767075300216675,-42.568824768066406,253.0,491.4025573730469,209.06103515625,204.97723388671875,153.26405334472656
78500,2.39005970954895,-47.515960693359375,258.0,491.4025573730469,198.7274932861328,192.35256958007812,158.50083923339844
78600,23.97456932067871,-11.65166187286377,222.0,491.40216064453125,189.98983764648438,182.15235900878906,161.67579650878906
78700,434.1476745605469,458.1247863769531,68.0,491.40185546875,193.5511932373047,185.7957763671875,160.8074188232422
78800,12.692281723022461,-28.574810028076172,242.0,491.4013366699219,184.50823974609375,175.07723999023438,164.86703491210938
78900,30.798137664794922,-14.64663028717041,225.0,491.4005432128906,176.82273864746094,165.59104919433594,167.87368774414062
79000,258.5821228027344,262.2196350097656,139.0,491.3972473144531,200.31993103027344,192.50531005859375,159.30007934570312
79100,135.25599670410156,140.08282470703125,33.0,491.3959045410156,197.0667266845703,189.88418579101562,152.98507690429688
79200,316.2384033203125,321.20159912109375,113.0,491.3919677734375,202.86231994628906,194.82220458984375,154.40245056152344
79300,-15.641693115234375,-75.4570541381836,286.0,491.3907470703125,191.93711853027344,181.3082275390625,160.98233032226562
79400,286.69512939453125,298.31329345703125,136.0,491.389404296875,213.06358337402344,205.69973754882812,154.2319793701172
79500,99.56643676757812,105.04694366455078,40.0,491.3836975097656,230.47801208496094,228.7573699951172,140.2114715576172
79600,353.6064147949219,369.20855712890625,100.0,491.3763732910156,250.3318328857422,251.56097412109375,133.71630859375
79700,416.9920959472656,439.1816711425781,83.0,491.3728332519531,264.5549621582031,267.6332702636719,129.59414672851562
79800,311.4818420410156,332.2086181640625,122.0,491.36669921875,258.80133056640625,261.62957763671875,131.9887237548828
79900,211.84217834472656,207.28936767578125,154.0,491.35748291015625,260.7367858886719,263.835205078125,131.94981384277344
80000,261.6491394042969,265.239501953125,128.0,491.3536071777344,260.7823791503906,263.9054260253906,131.75233459472656
80100,136.8883056640625,140.05189514160156,29.0,491.335693359375,254.09515380859375,258.603515625,121.74797058105469
80200,155.14813232421875,149.41305541992188,189.0,491.3232116699219,266.3813171386719,272.1642761230469,119.97541046142578
80300,-7.034286022186279,-60.481014251708984,271.0,491.3180236816406,252.7105255126953,255.5320281982422,127.52664184570312
80400,431.4217224121094,458.17364501953125,72.0,491.3047790527344,265.7248229980469,271.2067565917969,123.91779327392578
80500,404.8370666503906,438.23052978515625,92.0,491.2898254394531,267.1673889160156,273.06011962890625,126.31581115722656
80600,414.47064208984375,440.16668701171875,78.0,491.28399658203125,262.78466796875,267.2785949707031,129.06251525878906
80700,146.86492919921875,150.06088256835938,27.0,491.27752685546875,251.26197814941406,254.14865112304688,127.4852294921875
80800,379.56964111328125,399.1926574707031,99.0,491.25262451171875,267.8070373535156,272.7486877441406,123.08527374267578
80900,183.38771057128906,176.2555389404297,166.0,491.244873046875,272.31072998046875,277.20477294921875,122.51945495605469
81000,399.1988525390625,420.1826477050781,86.0,491.22979736328125,283.4790344238281,290.2432861328125,119.48130798339844
81100,-2.8711678981781006,-58.47902297973633,269.0,491.22979736328125,269.1614990234375,272.8071594238281,126.95724487304688
81200,-35.873291015625,-84.42510986328125,295.0,491.2225036621094,253.90977478027344,254.94554138183594,135.35939025878906
81300,19.966106414794922,-22.631696701049805,233.0,491.2153625488281,242.21258544921875,241.06668090820312,140.2414093017578
81400,9.527806282043457,-44.495079040527344,255.0,491.2153625488281,230.57835388183594,226.78858947753906,145.97933959960938
81500,-17.892911911010742,-71.37737274169922,282.0,491.2085266113281,218.15478515625,211.8802947998047,152.78038024902344
81600,64.33702087402344,23.54480743408203,243.0,491.201904296875,210.46389770507812,202.46351623535156,157.29135131835938
81700,4.054416179656982,-49.53692626953125,260.0,491.1955871582031,200.14341735839844,189.86349487304688,162.42678833007812
81800,24.180137634277344,-21.623741149902344,232.0,491.1896667480469,191.3452606201172,179.2891387939453,165.90545654296875
81900,452.9993591308594,473.1267395019531,61.0,491.1754150390625,208.62535095214844,198.59364318847656,158.5599365234375
82000,15.601799964904785,-32.60773468017578,243.0,491.1754150390625,198.9741668701172,187.0335693359375,162.7819366455078
82100,150.77198791503906,154.04690551757812,23.0,491.1671447753906,195.6500244140625,184.45687866210938,157.29266357421875
82200,429.9374694824219,451.1526794433594,71.0,491.1578369140625,222.2985382080078,215.2582550048828,147.3696746826172
82300,408.2444152832031,435.1746520996094,79.0,491.1549987792969,234.8921661376953,230.1450653076172,142.31863403320312
82400,97.9063491821289,72.33833312988281,202.0,491.1549987792969,228.04287719726562,222.25473022460938,145.30270385742188
82500,-238.24131774902344,-279.5299377441406,217.0,491.152099609375,201.09585571289062,193.64971923828125,149.8706817626953
82600,408.8353576660156,429.192626953125,85.0,491.1463928222656,227.11917114257812,223.25291442871094,140.94625854492188
82700,50.27155685424805,25.380199432373047,213.0,491.1463928222656,218.2767791748047,213.35928344726562,144.54893493652344
82800,248.1216278076172,264.3702697753906,166.0,491.1418762207031,220.40081787109375,216.75999450683594,145.7379150390625
82900,146.86492919921875,150.06088256835938,27.0,491.1374206542969,221.18423461914062,218.62158203125,138.3884735107422
83000,258.75238037109375,265.2674255371094,137.0,491.13397216796875,217.74562072753906,215.05018615722656,141.05560302734375
83100,210.11578369140625,207.271484375,155.0,491.1322937011719,215.2494659423828,212.1122589111328,143.84017944335938
83200,338.14044189453125,349.2634582519531,121.0,491.1309814453125,221.39401245117188,218.96981811523438,142.6981658935547
83300,390.8945617675781,419.13873291015625,79.0,491.12860107421875,221.01693725585938,219.73667907714844,145.2602081298828
83400,237.58499145507812,235.23658752441406,147.0,491.12750244140625,221.8453369140625,220.5116729736328,145.34719848632812
83500,414.912841796875,440.2055969238281,86.0,491.12408447265625,232.64202880859375,231.90542602539062,143.12905883789062
83600,343.64691162109375,362.18463134765625,99.0,491.12408447265625,239.2823486328125,239.5788116455078,141.6289825439453
83700,338.8194885253906,354.1398010253906,99.0,491.1230163574219,244.25921630859375,245.30686950683594,139.49752807617188
83800,426.8349304199219,452.1826477050781,78.0,491.12213134765625,243.77015686035156,244.06849670410156,140.67401123046875
83900,135.88003540039062,139.08583068847656,34.0,491.1174621582031,253.52667236328125,256.69854736328125,129.48158264160156
84000,348.4202575683594,369.2565002441406,113.0,491.11566162109375,258.6186218261719,262.8728942871094,128.30213928222656
84100,38.20451736450195,0.4141581952571869,234.0,491.1145935058594,247.597900390625,249.7499542236328,133.58702087402344
84200,-9.553528785705566,-69.44519805908203,280.0,491.11328125,234.74034118652344,233.7902069091797,140.9076690673828
84300,195.6641845703125,191.23855590820312,155.0,491.11328125,232.78652954101562,231.66261291503906,141.61228942871094
84400,264.4764709472656,277.26544189453125,137.0,491.11029052734375,215.3553466796875,213.68994140625,142.06509399414062
84500,315.4919128417969,330.1976013183594,112.0,491.1069030761719,215.52911376953125,214.0338897705078,142.74374389648438
84600,23.2784481048584,-23.6207332611084,234.0,491.1048889160156,205.9165802001953,202.1511688232422,147.3065643310547
84700,26.070451736450195,-25.60675048828125,236.0,491.1025695800781,196.9242706298828,190.76327514648438,151.74122619628906
84800,124.55398559570312,106.3792495727539,200.0,491.1025695800781,193.30575561523438,186.5440673828125,154.1541748046875
84900,10.494248390197754,-30.523056030273438,241.0,491.1000061035156,184.16519165039062,175.69070434570312,158.4964599609375
85000,440.3146057128906,464.1567077636719,70.0,491.08978271484375,202.85397338867188,195.6612548828125,152.6220245361328
85100,14.941478729248047,-31.548933029174805,242.0,491.0857849121094,193.45834350585938,184.30075073242188,157.09092712402344
85200,23.241661071777344,-26.619678497314453,237.0,491.0815734863281,184.947509765625,173.75473022460938,161.0863800048828
85300,375.3298034667969,402.1786804199219,95.0,491.0815734863281,194.4666290283203,185.17591857910156,157.7820587158203
85400,3.7672410011291504,-45.503028869628906,256.0,491.07720947265625,184.93165588378906,173.6419677734375,162.69296264648438
85500,426.42523193359375,454.1407470703125,72.0,491.0574035644531,190.1995391845703,180.7313232421875,155.11122131347656
85600,94.29638671875,69.29841613769531,193.0,491.05206298828125,185.40438842773438,175.15968322753906,157.0056610107422
85700,178.55810546875,173.43907165527344,197.0,491.046630859375,185.06207275390625,175.0736541748047,159.00538635253906
85800,153.15042114257812,138.34727478027344,184.0,491.0411071777344,183.46649169921875,173.23733520507812,160.25511169433594
85900,163.88758850097656,149.37124633789062,193.0,491.031005859375,173.99391174316406,162.55067443847656,165.53773498535156
86000,156.4399871826172,145.3871307373047,181.0,491.0262451171875,185.9871368408203,176.11227416992188,161.48780822753906
86100,115.42401123046875,97.32132720947266,181.0,491.02130126953125,182.458984375,172.17271423339844,162.4634246826172
86200,16.4385986328125,-19.59683609008789,230.0,491.01593017578125,174.157958984375,162.58424377441406,165.84024047851562
86300,22.978837966918945,-25.56887435913086,240.0,491.0116271972656,166.5989990234375,153.1765899658203,169.54823303222656
86400,316.8105163574219,328.2236022949219,122.0,491.0016174316406,168.23915100097656,155.0539093017578,170.61228942871094
86500,348.29315185546875,372.2674560546875,114.0,491.0016174316406,177.24185180664062,165.91458129882812,167.7816619873047
86600,28.859378814697266,-18.656566619873047,229.0,490.9964294433594,169.82272338867188,156.68603515625,170.84259033203125
86700,135.37925720214844,122.3283920288086,192.0,490.98602294921875,160.09225463867188,144.93936157226562,176.37294006347656
86800,80.13831329345703,56.25850296020508,182.0,490.9809875488281,156.0945587158203,140.5053253173828,176.65428161621094
86900,101.55545806884766,75.27949523925781,191.0,490.9759521484375,153.36761474609375,137.24403381347656,177.37156677246094
87000,20.409194946289062,-28.539949417114258,247.0,490.97186279296875,146.7196807861328,128.954833984375,180.85299682617188
87100,8.435783386230469,-33.583824157714844,244.0,490.96856689453125,139.8054962158203,120.82789611816406,184.01034545898438
87200,289.0940246582031,295.11480712890625,103.0,490.9623107910156,146.75686645507812,129.37696838378906,180.5768280029297
87300,21.393449783325195,-18.672563552856445,229.0,490.958251953125,140.4886932373047,121.9744873046875,182.99798583984375
87400,46.753456115722656,14.270492553710938,196.0,490.958251953125,135.80194091796875,116.58928680419922,183.64808654785156
87500,464.0409240722656,485.1895751953125,65.0,490.95062255859375,155.82838439941406,140.2797393798828,177.11489868164062
87600,33.11075973510742,-10.571956634521484,221.0,490.9465637207031,149.69248962402344,132.73715209960938,179.3091583251953
87700,355.3385925292969,365.1775817871094,92.0,490.93896484375,160.60975646972656,145.47828674316406,174.69151306152344
87800,222.67330932617188,217.35031127929688,169.0,490.9283142089844,167.22837829589844,153.47705078125,172.569091796875
87900,215.0565185546875,205.26553344726562,161.0,490.9176025390625,182.3837890625,170.72837829589844,167.0236053466797
88000,146.16775512695312,130.25352478027344,172.0,490.9071350097656,184.77911376953125,173.957763671875,166.22630310058594
88100,218.02545166015625,220.40615844726562,182.0,490.9071350097656,186.44143676757812,176.28018188476562,167.01498413085938
88200,86.57510375976562,74.26654052734375,188.0,490.9071350097656,181.4481201171875,171.1794891357422,168.06423950195312
88300,230.0679473876953,227.24452209472656,147.0,490.89654541015625,176.23097229003906,164.63796997070312,171.18797302246094
88400,129.68411254882812,110.27548217773438,180.0,490.8913879394531,173.90362548828125,161.9198455810547,171.62857055664062
88500,317.9925842285156,332.1796875,110.0,490.88189697265625,182.50843811035156,172.25775146484375,168.46978759765625
88600,289.6436462402344,293.2773742675781,125.0,490.877685546875,187.8651885986328,178.30873107910156,166.29629516601562
88700,207.7650604248047,207.38121032714844,175.0,490.8710021972656,183.3643798828125,173.2088623046875,169.18740844726562
88800,339.244384765625,350.1786804199219,104.0,490.8658752441406,192.97227478027344,184.14956665039062,164.96914672851562
88900,96.7018814086914,66.38624572753906,212.0,490.863525390625,188.15875244140625,178.2613983154297,167.3206787109375
89000,19.97223472595215,-26.58077049255371,245.0,490.8613586425781,179.7494354248047,168.01930236816406,171.20465087890625
89100,155.33383178710938,189.4400634765625,193.0,490.85919189453125,171.7556915283203,160.699462890625,174.564697265625
89200,60.4310188293457,35.18269348144531,175.0,490.8572692871094,166.189453125,154.42361450195312,174.58645629882812
89300,46.5384407043457,14.437018394470215,224.0,490.855712890625,160.2069091796875,147.42428588867188,177.05714416503906
89400,41.71562957763672,1.3034228086471558,209.0,490.855712890625,154.2823486328125,140.1182403564453,178.65428161621094
89500,60.48830795288086,24.39415740966797,222.0,490.855712890625,149.59263610839844,134.33204650878906,180.82156372070312
89600,44.09955596923828,11.239579200744629,199.0,490.8541564941406,144.3179931640625,128.1774139404297,181.73048400878906
89700,248.04989624023438,246.26048278808594,144.0,490.8528137207031,149.50457763671875,134.08157348632812,179.84396362304688
89800,40.61886978149414,-0.6467579007148743,211.0,490.85162353515625,144.060302734375,127.34515380859375,181.40176391601562
89900,34.32681655883789,-12.673577308654785,223.0,490.8505859375,138.57362365722656,120.34422302246094,183.48167419433594
90000,139.3917999267578,120.3004150390625,182.0,490.8497009277344,138.61453247070312,120.34202575683594,183.4075927734375
90100,125.91425323486328,131.078857421875,38.0,490.8482360839844,131.54930114746094,113.23892211914062,179.3478546142578
90200,-12.321249961853027,-73.44708251953125,284.0,490.84765625,124.35577392578125,103.90461730957031,184.58045959472656
90300,45.02156066894531,8.277485847473145,202.0,490.84716796875,120.38906860351562,99.12326049804688,185.45143127441406
90400,35.160247802734375,4.317425727844238,206.0,490.84716796875,116.12762451171875,94.38297271728516,186.47886657714844
90500,118.74954223632812,124.11677551269531,45.0,490.8460388183594,118.34567260742188,99.0307846069336,179.2109375
90600,19.27538299560547,-20.600814819335938,231.0,490.8457336425781,113.39215850830078,93.04920959472656,181.80039978027344
90700,358.7192687988281,372.1896057128906,93.0,490.8450927734375,141.94630432128906,126.42839813232422,164.64173889160156
90800,20.372880935668945,-25.59381866455078,236.0,490.8449401855469,135.8676300048828,118.82728576660156,168.20965576171875
90900,369.0601501464844,389.2295227050781,105.0,490.8446960449219,142.79867553710938,126.15120697021484,167.60421752929688
91000,7.694485664367676,-41.540870666503906,252.0,490.8445739746094,136.04347229003906,117.7666015625,171.82400512695312
91100,25.002490997314453,-16.606781005859375,227.0,490.844482421875,130.49142456054688,111.04793548583984,174.58279418945312
91200,450.6256408691406,474.1347351074219,64.0,490.8443908691406,136.3148956298828,119.19371032714844,167.45848083496094
91300,11.353474617004395,-17.61379051208496,228.0,490.8443298339844,130.0668182373047,112.35333251953125,170.4855499267578
91400,0.8059138059616089,-61.4322395324707,272.0,490.8442687988281,123.60377502441406,103.66405487060547,175.561279296875
91500,173.19854736328125,169.3114471435547,177.0,490.84417724609375,120.76045989990234,100.4248275756836,178.88404846191406
91600,281.2719421386719,288.2195739746094,126.0,490.8441467285156,128.78602600097656,109.81456756591797,176.23985290527344
91700,98.89049530029297,100.17261505126953,61.0,490.8441162109375,122.82443237304688,103.70489501953125,172.5089569091797
