step,episode_discounted_reward,episode_reward,episode_time,init_q,running_discounted_reward,running_reward,running_time
23200,174.8759307861328,233.4700927734375,201.0,473.42333984375,29.29519271850586,35.68258285522461,233.4860076904297
23300,120.16436767578125,156.54588317871094,241.0,473.42333984375,21.896717071533203,29.013195037841797,243.81361389160156
23400,23.27654266357422,29.222593307495117,96.0,473.42333984375,35.63303756713867,44.18843078613281,231.01678466796875
23500,82.9765853881836,131.5320281982422,247.0,475.3441467285156,38.000213623046875,48.55561065673828,231.81594848632812
23600,-131.49951171875,-214.04783630371094,425.0,475.3441467285156,29.525226593017578,35.425437927246094,241.47515869140625
23700,60.133853912353516,58.666603088378906,283.0,475.3441467285156,19.806190490722656,25.444852828979492,251.5563201904297
23800,96.56272888183594,100.1028060913086,49.0,477.51617431640625,21.414661407470703,28.574825286865234,238.8737335205078
23900,-68.91524505615234,-122.95513916015625,410.0,477.51617431640625,16.89816665649414,20.99832534790039,247.43003845214844
24000,-523.6036376953125,-623.9780883789062,430.0,477.69512939453125,-10.126922607421875,-11.250495910644531,256.55853271484375
24100,123.77078247070312,127.05792999267578,38.0,477.69512939453125,-2.221190929412842,-2.7892966270446777,240.7813720703125
