step,init_q,running_discounted_reward,running_reward,running_time
19600,643.2293701171875,-507.03515625,-521.19482421875,113.28649139404297
19700,643.3057861328125,-506.1504821777344,-517.9962768554688,113.3560562133789
19800,643.4429931640625,-502.76226806640625,-514.4329833984375,113.77883911132812
19900,643.5294799804688,-541.0179443359375,-554.9442138671875,117.28990173339844
20000,643.7486572265625,-412.95758056640625,-421.7812194824219,106.67204284667969
20100,643.8159790039062,-337.38909912109375,-342.8019104003906,101.2304458618164
20200,643.9329223632812,-360.82696533203125,-366.898681640625,103.3689193725586
20300,643.9363403320312,-374.1256408691406,-380.040771484375,104.70047760009766
20400,643.9971313476562,-399.6125183105469,-407.4787902832031,106.15967559814453
20500,644.025146484375,-394.9263000488281,-402.4194641113281,106.16160583496094
20600,644.033935546875,-368.92803955078125,-374.62078857421875,103.45585632324219
20700,644.036865234375,-345.9877624511719,-350.0550231933594,101.4589614868164
20800,644.0372314453125,-333.96234130859375,-337.0445251464844,100.4360122680664
20900,644.0372924804688,-342.24432373046875,-346.73583984375,101.80850219726562
21000,644.037353515625,-304.5003662109375,-306.946533203125,98.6328125
21100,644.037353515625,-258.2459411621094,-257.706298828125,94.96605682373047
21200,644.037353515625,-227.31834411621094,-225.05331420898438,92.96186828613281
21300,644.037353515625,-219.1386260986328,-215.9781036376953,91.60443115234375
21400,644.037353515625,-232.7855224609375,-229.7268524169922,92.93550109863281
21500,644.037353515625,-206.61024475097656,-202.98764038085938,90.43872833251953
21600,644.037353515625,-243.55181884765625,-244.19952392578125,94.16094970703125
21700,644.037353515625,-277.1265563964844,-278.9548645019531,97.48275756835938
21800,644.037353515625,-270.0198974609375,-270.7065734863281,95.63819122314453
21900,644.037353515625,-272.4767150878906,-272.9128723144531,95.60627746582031
22000,644.037353515625,-319.2194519042969,-323.25146484375,99.62596130371094
22100,644.037353515625,-370.5178527832031,-378.2440185546875,104.63993072509766
22200,644.037353515625,-356.79461669921875,-363.6590576171875,104.24253845214844
22300,644.037353515625,-329.15380859375,-333.8605041503906,102.0396957397461
22400,644.037353515625,-368.7076721191406,-375.89837646484375,106.73770904541016
22500,644.037353515625,-300.0054626464844,-304.9277038574219,101.46149444580078
22600,644.037353515625,-319.61956787109375,-325.6680603027344,103.43842315673828
22700,644.037353515625,-289.3610534667969,-293.5199279785156,100.04888916015625
