step,init_q,running_discounted_reward,running_reward,running_time
27500,633.0580444335938,-75.05384063720703,-70.18244171142578,53.01066970825195
27600,633.0580444335938,-19.201555252075195,-13.381893157958984,49.32245635986328
27700,633.0580444335938,-2.8624541759490967,3.93707537651062,48.36069107055664
27800,633.0580444335938,-36.007877349853516,-30.202396392822266,51.32132339477539
27900,633.0580444335938,-55.01150131225586,-49.408687591552734,52.13649368286133
28000,633.0580444335938,-91.53319549560547,-86.70115661621094,54.82892608642578
28100,633.0580444335938,-81.7278823852539,-76.60314178466797,53.917301177978516
28200,633.0580444335938,-65.85200500488281,-60.276039123535156,53.02642059326172
28300,633.0580444335938,-76.8304214477539,-70.90718078613281,53.97380447387695
28400,633.0580444335938,-40.16946792602539,-33.62171936035156,51.02519226074219
28500,633.0580444335938,-76.8839340209961,-71.68682861328125,53.465736389160156
28600,633.0580444335938,-30.00782585144043,-24.021102905273438,50.3404655456543
28700,633.0580444335938,-7.075190544128418,-0.12618352472782135,49.330833435058594
28800,633.0580444335938,-33.083675384521484,-26.444055557250977,51.5364990234375
28900,633.0580444335938,-30.382116317749023,-23.78314208984375,51.816829681396484
29000,633.0580444335938,-66.11105346679688,-60.33895492553711,54.02418899536133
29100,633.0580444335938,-62.37278366088867,-55.7327766418457,53.04976272583008
29200,633.0580444335938,-28.65672492980957,-21.56972885131836,50.362064361572266
29300,633.0580444335938,-17.873056411743164,-10.347803115844727,49.32126235961914
29400,633.0580444335938,7.5833234786987305,14.809954643249512,47.830379486083984
29500,633.0580444335938,27.511112213134766,35.291099548339844,45.916812896728516
29600,633.0580444335938,24.699153900146484,32.69086837768555,46.11585235595703
29700,633.0580444335938,39.39187240600586,48.011924743652344,45.032806396484375
29800,633.0580444335938,-1.8350862264633179,5.572596073150635,47.25505065917969
29900,633.0580444335938,-20.4074764251709,-12.62812614440918,48.848751068115234
30000,633.0580444335938,-2.635162591934204,5.299288272857666,47.833072662353516
30100,633.0580444335938,15.011359214782715,23.326440811157227,46.87405776977539
30200,633.0580444335938,14.996604919433594,23.945497512817383,46.854671478271484
30300,633.0580444335938,35.66031265258789,44.86774444580078,45.43955993652344
30400,633.0580444335938,12.207451820373535,20.59501075744629,46.34549331665039
30500,633.0580444335938,25.212688446044922,33.694000244140625,45.105838775634766
30600,633.0580444335938,60.86929702758789,69.33573150634766,42.64566421508789
30700,633.0580444335938,73.18641662597656,81.78670501708984,41.7130012512207
30800,633.0580444335938,62.34379577636719,70.54386901855469,42.31698226928711
30900,633.0580444335938,38.95036315917969,47.1830940246582,44.535804748535156
31000,633.0580444335938,3.1846959590911865,10.399534225463867,47.03206253051758
31100,633.0580444335938,15.83143138885498,23.834856033325195,46.19902038574219
31200,633.0580444335938,71.00603485107422,79.05271911621094,41.79611587524414
31300,633.0580444335938,58.87157440185547,67.28369903564453,42.59264373779297
31400,633.0580444335938,36.391441345214844,44.66548156738281,44.15474319458008
31500,633.0580444335938,56.33599090576172,64.97500610351562,42.68151092529297
31600,633.0580444335938,68.99125671386719,77.44831848144531,41.708824157714844
31700,633.0580444335938,97.82695007324219,106.45474243164062,40.3067741394043
31800,633.0580444335938,58.7391471862793,67.07213592529297,42.04399871826172
31900,633.0580444335938,84.49713897705078,92.73530578613281,40.95074462890625
32000,633.0580444335938,29.882640838623047,37.4129753112793,44.26104736328125
32100,633.0580444335938,68.99486541748047,77.1404037475586,41.65665817260742
32200,633.0580444335938,72.20459747314453,80.53369903564453,41.668701171875
32300,633.0580444335938,79.96851348876953,88.65475463867188,41.68633270263672
32400,633.0580444335938,103.51046752929688,112.63714599609375,40.47932052612305
32500,633.0580444335938,104.80033874511719,113.5442886352539,40.61182403564453
32600,633.0580444335938,108.46942901611328,117.63451385498047,40.277427673339844
32700,633.0580444335938,112.87564849853516,122.12609100341797,39.73748016357422
32800,633.0580444335938,133.21900939941406,142.6130828857422,38.83648681640625
32900,633.0580444335938,152.3997344970703,161.62454223632812,37.00502014160156
33000,633.0580444335938,146.39256286621094,155.89434814453125,37.44674301147461
33100,633.0580444335938,142.6248779296875,152.1023406982422,36.75197219848633
33200,633.0580444335938,171.01611328125,180.5985870361328,35.17631149291992
33300,633.0580444335938,183.44651794433594,193.03611755371094,34.54151916503906
33400,633.0580444335938,154.3735809326172,163.50881958007812,36.64020919799805
33500,633.0580444335938,181.61239624023438,190.74769592285156,35.37785720825195
33600,633.0580444335938,169.7975311279297,178.51788330078125,35.558937072753906
33700,633.0580444335938,189.91172790527344,198.70521545410156,33.86733627319336
33800,633.0580444335938,141.66943359375,150.09971618652344,37.187007904052734
33900,633.0580444335938,105.52774047851562,113.54102325439453,39.42841339111328
34000,633.0580444335938,97.39109802246094,105.54859924316406,40.23198318481445
34100,633.0580444335938,88.37126159667969,96.61392211914062,40.41318130493164
34200,633.0580444335938,76.30696868896484,84.63723754882812,41.09760284423828
34300,633.0580444335938,93.5287857055664,102.62027740478516,40.83222579956055
34400,633.0580444335938,110.41926574707031,119.29878997802734,39.446842193603516
34500,633.0580444335938,135.96852111816406,145.1100311279297,38.01945114135742
34600,633.0580444335938,134.4810333251953,143.85398864746094,37.95682144165039
34700,633.0580444335938,116.96385192871094,126.53528594970703,38.7955322265625
34800,633.0580444335938,137.28656005859375,147.09494018554688,37.20027160644531
34900,633.0580444335938,156.1038818359375,165.911376953125,36.034149169921875
35000,633.0580444335938,173.7745361328125,183.3804931640625,35.349578857421875
35100,633.0580444335938,173.79525756835938,183.2405242919922,35.07377624511719
35200,633.0580444335938,212.80838012695312,222.15869140625,32.28858947753906
35300,633.0580444335938,221.84564208984375,231.00244140625,31.543867111206055
35400,633.0580444335938,247.50250244140625,256.29656982421875,29.650529861450195
35500,633.0580444335938,217.64816284179688,226.28866577148438,31.723522186279297
35600,633.0580444335938,205.517822265625,214.2972869873047,32.03616714477539
35700,633.0580444335938,189.12725830078125,198.34738159179688,32.8609733581543
35800,633.0580444335938,189.6439666748047,198.8788604736328,32.90336990356445
35900,633.0580444335938,225.3248748779297,234.41294860839844,31.079809188842773
36000,633.0580444335938,207.26976013183594,216.1416015625,32.2569580078125
36100,633.0580444335938,195.0256805419922,203.9849395751953,32.793678283691406
36200,633.0580444335938,196.09205627441406,205.03195190429688,33.02860641479492
36300,633.0580444335938,244.9882354736328,253.968017578125,30.192707061767578
36400,633.0580444335938,246.11965942382812,255.42550659179688,30.543659210205078
36500,633.0580444335938,233.32716369628906,242.8411407470703,30.664947509765625
36600,633.0580444335938,224.87135314941406,234.29873657226562,30.670242309570312
36700,633.0580444335938,222.34075927734375,231.63792419433594,30.833328247070312
36800,633.0580444335938,219.64947509765625,228.7148895263672,30.911958694458008
36900,633.0580444335938,206.81405639648438,215.9020538330078,31.812211990356445
37000,633.0580444335938,210.14157104492188,219.33761596679688,31.48605728149414
37100,633.0580444335938,210.62937927246094,219.78753662109375,31.42659568786621
37200,633.0580444335938,207.24911499023438,216.41091918945312,31.773006439208984
37300,633.0580444335938,233.16075134277344,242.6893768310547,31.18610954284668
37400,633.0580444335938,216.443359375,226.05926513671875,32.282447814941406
37500,633.0580444335938,223.30995178222656,232.93299865722656,31.708934783935547
37600,633.0580444335938,227.4476776123047,237.0330810546875,31.63388442993164
37700,633.0580444335938,230.13125610351562,239.67701721191406,31.329193115234375
37800,633.0580444335938,250.67144775390625,260.0997009277344,29.879798889160156
37900,633.0580444335938,252.3326873779297,261.68450927734375,29.456878662109375
